Concept,ID,Question,ChoiceNumber
a whale,5,a finch an eagle,0
a whale,5,a finch an ostrich,0
a whale,5,a finch a penguin,0
a whale,5,a finch a salmon,0
a whale,5,a robin a dolphin,0
a whale,5,a chicken an ostrich,0
a whale,5,a chicken a seal,0
a whale,5,a chicken a dolphin,0
a whale,5,an eagle an ostrich,0
a whale,5,an eagle a salmon,0
a whale,5,an eagle a seal,0
a whale,5,an ostrich a penguin,0
a whale,5,an ostrich a seal,0
a whale,5,a penguin a dolphin,0
a chicken,6,a finch an eagle,0
a chicken,6,a finch a seal,0
a chicken,6,a finch a whale,0
a chicken,6,a robin an ostrich,0
a chicken,6,a robin a whale,0
a chicken,6,an eagle a salmon,0
a chicken,6,an eagle a seal,0
a chicken,6,an eagle a dolphin,0
a chicken,6,an ostrich a salmon,0
a chicken,6,an ostrich a seal,0
a chicken,6,a penguin a salmon,0
a chicken,6,a salmon a whale,0
a chicken,6,a seal a whale,0
a salmon,7,a finch an eagle,1
a salmon,7,a chicken a penguin,0
a salmon,7,a chicken a seal,0
a salmon,7,a chicken a whale,0
a salmon,7,an eagle a penguin,0
a salmon,7,an eagle a seal,0
a seal,8,a finch a robin,0
a seal,8,a finch a chicken,0
a seal,8,a finch an eagle,0
a seal,8,a finch an ostrich,0
a seal,8,a finch a dolphin,0
a seal,8,a finch a whale,0
a seal,8,a robin a penguin,0
a seal,8,a chicken an eagle,0
a seal,8,a chicken a salmon,0
a seal,8,an eagle a penguin,0
a seal,8,an eagle a whale,0
a seal,8,a penguin a salmon,0
a seal,8,a salmon a whale,0
an ostrich,9,a finch an eagle,0
an ostrich,9,a finch a seal,0
an ostrich,9,a finch a dolphin,0
an ostrich,9,a robin a seal,0
an ostrich,9,a chicken an eagle,0
an ostrich,9,a chicken a penguin,0
an ostrich,9,a chicken a salmon,0
an ostrich,9,a chicken a seal,0
an ostrich,9,a chicken a dolphin,0
an ostrich,9,an eagle a whale,0
an ostrich,9,a seal a whale,0
an eagle,10,a finch a robin,0
an eagle,10,a finch a chicken,0
an eagle,10,a finch a salmon,0
an eagle,10,a finch a seal,0
an eagle,10,a robin a salmon,0
an eagle,10,a robin a whale,0
an eagle,10,a chicken an ostrich,0
an eagle,10,a chicken a penguin,0
an eagle,10,a chicken a salmon,0
an eagle,10,a chicken a whale,1
an eagle,10,an ostrich a penguin,0
an eagle,10,an ostrich a dolphin,0
an eagle,10,a salmon a dolphin,0
a seal,11,a finch a robin,0
a seal,11,a finch an eagle,0
a seal,11,a finch an ostrich,1
a seal,11,a finch a dolphin,0
a seal,11,a robin a chicken,0
a seal,11,a robin a dolphin,0
a seal,11,a robin a whale,0
a seal,11,a chicken an eagle,0
a seal,11,a chicken a penguin,0
a seal,11,an eagle a penguin,0
a seal,11,an eagle a dolphin,0
a seal,11,an ostrich a salmon,0
a seal,11,an ostrich a dolphin,0
a seal,11,an ostrich a whale,0
a seal,11,a penguin a whale,0
a seal,12,a finch a chicken,0
a seal,12,a finch an eagle,0
a seal,12,a finch a penguin,0
a seal,12,a finch a salmon,0
a seal,12,a robin an ostrich,0
a seal,12,a robin a penguin,1
a seal,12,a robin a salmon,0
a seal,12,a robin a dolphin,0
a seal,12,a robin a whale,0
a seal,12,a chicken an eagle,0
a seal,12,a chicken an ostrich,0
a seal,12,a chicken a penguin,0
a seal,12,an eagle an ostrich,0
a seal,12,an eagle a penguin,0
a seal,12,an eagle a salmon,0
a seal,12,an eagle a dolphin,0
a seal,12,an ostrich a penguin,0
a seal,12,an ostrich a whale,0
a seal,12,a penguin a dolphin,0
a seal,12,a penguin a whale,0
a seal,12,a salmon a whale,1
a chicken,13,a finch a robin,0
a chicken,13,a finch a seal,0
a chicken,13,a finch a whale,0
a chicken,13,a robin a penguin,0
a chicken,13,a robin a salmon,0
a chicken,13,a robin a dolphin,0
a chicken,13,an eagle a salmon,0
a chicken,13,an eagle a whale,0
a chicken,13,an ostrich a penguin,0
a chicken,13,a penguin a salmon,0
a chicken,13,a penguin a dolphin,0
a chicken,13,a salmon a dolphin,0
a chicken,13,a seal a dolphin,0
a penguin,14,a finch a chicken,0
a penguin,14,a finch a salmon,0
a penguin,14,a finch a dolphin,0
a penguin,14,a robin an eagle,0
a penguin,14,a robin a seal,0
a penguin,14,a robin a whale,0
a penguin,14,a chicken a dolphin,0
a penguin,14,an eagle a salmon,0
a penguin,14,a salmon a seal,0
a penguin,14,a seal a dolphin,0
an ostrich,15,a finch a robin,0
an ostrich,15,a finch a chicken,0
an ostrich,15,a finch an eagle,0
an ostrich,15,a finch a dolphin,0
an ostrich,15,a finch a whale,1
an ostrich,15,a robin an eagle,0
an ostrich,15,a robin a penguin,0
an ostrich,15,a robin a dolphin,0
an ostrich,15,an eagle a dolphin,1
an ostrich,15,a penguin a salmon,0
an ostrich,15,a seal a whale,0
an ostrich,15,a dolphin a whale,0
a robin,16,a finch an eagle,0
a robin,16,a finch an ostrich,1
a robin,16,a finch a penguin,0
a robin,16,a finch a salmon,0
a robin,16,a finch a dolphin,0
a robin,16,a chicken an eagle,0
a robin,16,a chicken a penguin,0
a robin,16,a chicken a salmon,0
a robin,16,an eagle an ostrich,0
a robin,16,an eagle a penguin,0
a robin,16,an eagle a whale,0
a robin,16,a penguin a seal,0
a robin,16,a seal a whale,0
a seal,17,a finch a robin,0
a seal,17,a finch an eagle,1
a seal,17,a finch an ostrich,0
a seal,17,a finch a salmon,0
a seal,17,a finch a whale,0
a seal,17,a robin a chicken,0
a seal,17,a robin an eagle,0
a seal,17,a chicken a whale,0
a seal,17,an eagle a penguin,0
a seal,17,a salmon a dolphin,0
a penguin,18,a finch a chicken,1
a penguin,18,a finch a whale,0
a penguin,18,a robin an eagle,0
a penguin,18,a robin a salmon,1
a penguin,18,a chicken a salmon,0
a penguin,18,a chicken a dolphin,0
a penguin,18,an eagle a seal,1
a penguin,18,an eagle a dolphin,0
a penguin,18,an ostrich a dolphin,0
a penguin,18,an ostrich a whale,0
a penguin,18,a salmon a dolphin,1
a robin,19,a finch a chicken,0
a robin,19,a finch a penguin,0
a robin,19,a finch a seal,0
a robin,19,a finch a dolphin,0
a robin,19,a finch a whale,0
a robin,19,a chicken an eagle,0
a robin,19,a chicken a dolphin,0
a robin,19,a chicken a whale,0
a robin,19,an eagle a salmon,1
a robin,19,an eagle a dolphin,0
a robin,19,an eagle a whale,0
a robin,19,an ostrich a penguin,0
a robin,19,an ostrich a dolphin,0
a robin,19,a penguin a dolphin,0
a robin,19,a penguin a whale,1
a robin,19,a salmon a whale,0
a robin,19,a seal a dolphin,0
a robin,19,a seal a whale,0
an ostrich,20,a finch a chicken,1
an ostrich,20,a finch a penguin,0
an ostrich,20,a finch a whale,0
an ostrich,20,a robin a chicken,0
an ostrich,20,a robin an eagle,0
an ostrich,20,a robin a salmon,0
an ostrich,20,a robin a seal,0
an ostrich,20,a robin a whale,0
an ostrich,20,a chicken an eagle,0
an ostrich,20,a chicken a penguin,0
an ostrich,20,a chicken a salmon,0
an ostrich,20,an eagle a seal,0
an ostrich,20,a penguin a seal,0
an ostrich,20,a salmon a seal,0
an ostrich,20,a seal a dolphin,0
a finch,21,a robin a chicken,0
a finch,21,a robin an eagle,0
a finch,21,a robin an ostrich,0
a finch,21,a robin a seal,0
a finch,21,a robin a dolphin,0
a finch,21,a robin a whale,0
a finch,21,a chicken a dolphin,0
a finch,21,a chicken a whale,0
a finch,21,an eagle an ostrich,0
a finch,21,an eagle a dolphin,0
a finch,21,an ostrich a salmon,0
a finch,21,an ostrich a dolphin,0
a finch,21,an ostrich a whale,0
a finch,21,a penguin a salmon,0
a finch,21,a penguin a seal,0
a finch,21,a penguin a dolphin,0
a finch,21,a penguin a whale,0
a finch,21,a salmon a seal,0
a finch,21,a salmon a dolphin,0
a finch,21,a salmon a whale,0
a finch,21,a seal a dolphin,0
a finch,21,a dolphin a whale,0
a whale,22,a finch a robin,0
a whale,22,a finch a dolphin,0
a whale,22,a robin a chicken,0
a whale,22,a robin a penguin,0
a whale,22,a robin a salmon,0
a whale,22,a robin a dolphin,0
a whale,22,a chicken an ostrich,0
a whale,22,a chicken a seal,0
a whale,22,a chicken a dolphin,0
a whale,22,an eagle a penguin,0
a whale,22,an eagle a seal,0
a whale,22,an eagle a dolphin,0
a whale,22,an ostrich a seal,0
a whale,22,a penguin a salmon,0
a whale,22,a penguin a seal,0
a whale,22,a salmon a seal,0
a penguin,23,a robin an eagle,0
a penguin,23,a robin a dolphin,1
a penguin,23,a chicken an ostrich,0
a penguin,23,a chicken a salmon,0
a penguin,23,a chicken a dolphin,0
a penguin,23,a chicken a whale,0
a penguin,23,an eagle an ostrich,0
a penguin,23,an eagle a seal,0
a penguin,23,an ostrich a salmon,0
a penguin,23,an ostrich a whale,0
a penguin,23,a salmon a seal,0
a penguin,23,a seal a dolphin,0
a dolphin,24,a finch a chicken,0
a dolphin,24,a finch an eagle,0
a dolphin,24,a finch a penguin,0
a dolphin,24,a finch a seal,0
a dolphin,24,a finch a whale,0
a dolphin,24,a robin an ostrich,0
a dolphin,24,a robin a salmon,0
a dolphin,24,a robin a whale,0
a dolphin,24,a chicken a whale,0
a dolphin,24,an eagle a salmon,0
a dolphin,24,an ostrich a penguin,0
a dolphin,24,an ostrich a salmon,0
a dolphin,24,a penguin a salmon,0
a dolphin,24,a penguin a whale,0
a finch,25,a robin a chicken,0
a finch,25,a robin an ostrich,0
a finch,25,a robin a seal,1
a finch,25,a robin a dolphin,0
a finch,25,a chicken an eagle,0
a finch,25,a chicken an ostrich,0
a finch,25,a chicken a salmon,0
a finch,25,a chicken a seal,0
a finch,25,an eagle an ostrich,0
a finch,25,an eagle a salmon,0
a finch,25,an eagle a seal,0
a finch,25,an eagle a dolphin,0
a finch,25,an ostrich a dolphin,0
a finch,25,an ostrich a whale,1
a finch,25,a salmon a whale,0
a finch,25,a dolphin a whale,0
a whale,26,a finch an eagle,0
a whale,26,a finch a seal,0
a whale,26,a finch a dolphin,0
a whale,26,a robin an eagle,0
a whale,26,a robin a seal,0
a whale,26,a chicken a seal,0
a whale,26,an eagle an ostrich,0
a whale,26,an eagle a penguin,0
a whale,26,an ostrich a penguin,0
a whale,26,an ostrich a dolphin,0
a whale,26,a penguin a salmon,0
a whale,26,a penguin a seal,0
a whale,26,a penguin a dolphin,0
a chicken,27,a finch an ostrich,0
a chicken,27,a finch a salmon,0
a chicken,27,a finch a dolphin,1
a chicken,27,a robin an ostrich,0
a chicken,27,an eagle a penguin,0
a chicken,27,an eagle a salmon,0
a chicken,27,an eagle a dolphin,0
a chicken,27,an eagle a whale,0
a chicken,27,an ostrich a seal,0
a chicken,27,a salmon a seal,0
a chicken,27,a salmon a dolphin,0
a chicken,27,a salmon a whale,0
a salmon,28,a finch a chicken,0
a salmon,28,a finch an eagle,0
a salmon,28,a finch a penguin,0
a salmon,28,a finch a seal,0
a salmon,28,a robin an eagle,1
a salmon,28,a robin a seal,1
a salmon,28,a robin a dolphin,0
a salmon,28,a robin a whale,0
a salmon,28,a chicken a dolphin,0
a salmon,28,an eagle a dolphin,0
a salmon,28,an eagle a whale,0
a salmon,28,an ostrich a whale,0
a salmon,28,a seal a whale,0
an eagle,29,a finch a robin,0
an eagle,29,a finch a dolphin,0
an eagle,29,a robin a penguin,0
an eagle,29,a chicken a seal,0
an eagle,29,a chicken a dolphin,0
an eagle,29,an ostrich a salmon,0
an eagle,29,an ostrich a seal,0
an eagle,29,an ostrich a whale,0
an eagle,29,a penguin a salmon,0
an eagle,29,a penguin a seal,1
an eagle,29,a salmon a seal,0
an eagle,29,a salmon a dolphin,0
a dolphin,30,a finch a chicken,0
a dolphin,30,a robin a penguin,0
a dolphin,30,a robin a salmon,0
a dolphin,30,a chicken an eagle,0
a dolphin,30,a chicken an ostrich,0
a dolphin,30,an eagle a penguin,0
a dolphin,30,an eagle a salmon,0
a dolphin,30,an eagle a seal,0
a dolphin,30,an ostrich a whale,0
a dolphin,30,a penguin a seal,0
a dolphin,30,a penguin a whale,0
a dolphin,30,a seal a whale,0
a chicken,31,a finch a robin,0
a chicken,31,a finch an eagle,0
a chicken,31,a finch a penguin,0
a chicken,31,a finch a salmon,0
a chicken,31,a finch a dolphin,0
a chicken,31,a robin a penguin,0
a chicken,31,an eagle an ostrich,0
a chicken,31,an eagle a penguin,0
a chicken,31,an eagle a seal,0
a chicken,31,an eagle a whale,0
a chicken,31,an ostrich a seal,0
a chicken,31,a salmon a dolphin,1
a chicken,31,a seal a whale,0
an ostrich,32,a finch a chicken,0
an ostrich,32,a finch a dolphin,0
an ostrich,32,a finch a whale,0
an ostrich,32,a robin a salmon,0
an ostrich,32,a chicken an eagle,0
an ostrich,32,an eagle a salmon,0
an ostrich,32,a salmon a seal,0
an ostrich,32,a dolphin a whale,0
a chicken,33,a finch an ostrich,0
a chicken,33,a finch a penguin,0
a chicken,33,a finch a salmon,0
a chicken,33,a finch a dolphin,1
a chicken,33,a finch a whale,0
a chicken,33,a robin an eagle,0
a chicken,33,a robin a dolphin,0
a chicken,33,an eagle an ostrich,0
a chicken,33,an eagle a salmon,1
a chicken,33,an eagle a seal,0
a chicken,33,an ostrich a whale,0
a chicken,33,a penguin a salmon,0
a chicken,33,a penguin a seal,0
a chicken,33,a seal a dolphin,0
a salmon,34,a finch a robin,0
a salmon,34,a finch a chicken,0
a salmon,34,a robin a chicken,0
a salmon,34,a robin an eagle,0
a salmon,34,a robin a penguin,0
a salmon,34,a chicken an eagle,0
a salmon,34,a chicken a seal,0
a salmon,34,an ostrich a whale,0
a salmon,34,a seal a whale,0
an ostrich,35,a finch a penguin,0
an ostrich,35,a finch a dolphin,0
an ostrich,35,a robin an eagle,1
an ostrich,35,a robin a penguin,0
an ostrich,35,a robin a salmon,0
an ostrich,35,a robin a dolphin,0
an ostrich,35,a robin a whale,0
an ostrich,35,an eagle a penguin,0
an ostrich,35,an eagle a seal,0
an ostrich,35,an eagle a dolphin,1
an ostrich,35,a penguin a salmon,0
an ostrich,35,a penguin a seal,0
an ostrich,35,a penguin a dolphin,0
an ostrich,35,a salmon a dolphin,0
an ostrich,35,a salmon a whale,0
a dolphin,36,a finch a chicken,0
a dolphin,36,a finch an eagle,0
a dolphin,36,a finch a salmon,0
a dolphin,36,a finch a whale,0
a dolphin,36,a robin a chicken,0
a dolphin,36,a robin an eagle,0
a dolphin,36,a robin an ostrich,0
a dolphin,36,a chicken an eagle,0
a dolphin,36,a chicken an ostrich,0
a dolphin,36,a chicken a salmon,0
a dolphin,36,a chicken a whale,0
a dolphin,36,an eagle an ostrich,0
a dolphin,36,an eagle a whale,0
a dolphin,36,an ostrich a salmon,0
a dolphin,36,an ostrich a whale,0
a dolphin,36,a penguin a seal,0
a dolphin,36,a seal a whale,0
a salmon,37,a finch a robin,0
a salmon,37,a finch an eagle,0
a salmon,37,a finch a penguin,0
a salmon,37,a robin an eagle,0
a salmon,37,a robin a seal,0
a salmon,37,a robin a dolphin,0
a salmon,37,a robin a whale,0
a salmon,37,a chicken an eagle,1
a salmon,37,a chicken a penguin,0
a salmon,37,an eagle a penguin,0
a salmon,37,an ostrich a penguin,0
a salmon,37,a penguin a seal,0
a salmon,37,a penguin a dolphin,0
a salmon,37,a seal a dolphin,0
a salmon,37,a seal a whale,0
a salmon,37,a dolphin a whale,0
a robin,38,a finch an eagle,0
a robin,38,a finch a dolphin,0
a robin,38,a chicken an ostrich,0
a robin,38,a chicken a penguin,0
a robin,38,a chicken a dolphin,0
a robin,38,a chicken a whale,0
a robin,38,an eagle an ostrich,0
a robin,38,an eagle a seal,0
a robin,38,an eagle a dolphin,0
a robin,38,an eagle a whale,0
a robin,38,an ostrich a penguin,0
a robin,38,an ostrich a seal,0
a robin,38,a penguin a seal,0
a robin,38,a penguin a whale,0
a robin,38,a salmon a whale,0
a robin,38,a seal a whale,0
a robin,38,a dolphin a whale,0
an eagle,39,a finch a robin,0
an eagle,39,a finch a penguin,0
an eagle,39,a finch a seal,0
an eagle,39,a robin a chicken,0
an eagle,39,a robin an ostrich,0
an eagle,39,a robin a penguin,0
an eagle,39,a robin a dolphin,0
an eagle,39,a chicken a penguin,0
an eagle,39,a chicken a salmon,0
an eagle,39,an ostrich a penguin,0
an eagle,39,an ostrich a salmon,0
an eagle,39,an ostrich a whale,0
an eagle,39,a penguin a salmon,0
an eagle,39,a penguin a seal,0
an eagle,39,a penguin a whale,0
a dolphin,40,a finch a robin,0
a dolphin,40,a finch a salmon,0
a dolphin,40,a chicken an eagle,0
a dolphin,40,a chicken a seal,0
a dolphin,40,an ostrich a penguin,0
a dolphin,40,a salmon a seal,0
a robin,41,a finch a penguin,0
a robin,41,a finch a salmon,0
a robin,41,a chicken a penguin,0
a robin,41,a chicken a salmon,0
a robin,41,a chicken a dolphin,0
a robin,41,an eagle a salmon,0
a robin,41,an ostrich a penguin,0
a robin,41,an ostrich a whale,1
a robin,41,a penguin a whale,0
a robin,41,a salmon a seal,0
a robin,41,a seal a dolphin,0
a whale,42,a finch a robin,0
a whale,42,a finch an eagle,0
a whale,42,a finch an ostrich,0
a whale,42,a finch a penguin,0
a whale,42,a finch a seal,0
a whale,42,a finch a dolphin,0
a whale,42,a robin an eagle,0
a whale,42,a robin an ostrich,0
a whale,42,an eagle an ostrich,0
a whale,42,an eagle a penguin,0
a whale,42,an eagle a salmon,0
a whale,42,an ostrich a penguin,0
a whale,42,an ostrich a salmon,0
a whale,42,an ostrich a dolphin,0
a whale,42,a penguin a salmon,0
a whale,42,a penguin a dolphin,0
a whale,42,a salmon a seal,0
a whale,42,a salmon a dolphin,0
a whale,42,a seal a dolphin,0
a dolphin,43,a finch an eagle,0
a dolphin,43,a chicken an ostrich,0
a dolphin,43,an eagle a penguin,0
a dolphin,43,an eagle a seal,0
a dolphin,43,an ostrich a seal,0
a dolphin,43,a penguin a salmon,0
a whale,44,a finch an eagle,0
a whale,44,a finch a penguin,0
a whale,44,a robin a dolphin,0
a whale,44,a chicken an eagle,0
a whale,44,a chicken a salmon,0
a whale,44,a chicken a dolphin,0
a whale,44,an eagle an ostrich,0
a whale,44,an eagle a seal,0
a whale,44,an eagle a dolphin,1
a whale,44,a penguin a salmon,0
a whale,44,a penguin a seal,0
a whale,44,a salmon a dolphin,0
an ostrich,45,a finch a chicken,0
an ostrich,45,a finch an eagle,0
an ostrich,45,a finch a penguin,0
an ostrich,45,a robin a penguin,0
an ostrich,45,an eagle a penguin,0
an ostrich,45,an eagle a seal,0
an ostrich,45,an eagle a dolphin,0
an ostrich,45,a salmon a whale,0
an ostrich,45,a seal a dolphin,0
a robin,46,a finch a chicken,1
a robin,46,a finch an ostrich,0
a robin,46,a finch a penguin,0
a robin,46,a finch a seal,0
a robin,46,a finch a whale,0
a robin,46,a chicken a dolphin,0
a robin,46,an eagle a whale,0
a robin,46,an ostrich a salmon,0
a robin,46,a penguin a seal,0
a robin,46,a salmon a whale,0
an eagle,47,a finch a robin,0
an eagle,47,a finch an ostrich,0
an eagle,47,a finch a seal,0
an eagle,47,a robin a chicken,0
an eagle,47,a robin a penguin,0
an eagle,47,a robin a seal,0
an eagle,47,a robin a dolphin,1
an eagle,47,a chicken an ostrich,1
an eagle,47,a chicken a penguin,0
an eagle,47,a chicken a salmon,0
an eagle,47,a chicken a dolphin,0
an eagle,47,an ostrich a penguin,0
an eagle,47,an ostrich a dolphin,0
an eagle,47,a penguin a salmon,0
an eagle,47,a penguin a seal,0
an eagle,47,a penguin a dolphin,0
an eagle,47,a penguin a whale,0
an eagle,47,a salmon a dolphin,0
an eagle,47,a salmon a whale,0
an eagle,47,a seal a dolphin,0
an eagle,47,a seal a whale,0
a salmon,48,a finch a robin,0
a salmon,48,a finch a whale,0
a salmon,48,a robin a chicken,0
a salmon,48,a robin a dolphin,0
a salmon,48,a chicken an eagle,0
a salmon,48,an eagle a dolphin,0
a salmon,48,an ostrich a penguin,0
a salmon,48,an ostrich a dolphin,0
a salmon,48,a penguin a dolphin,0
a salmon,48,a penguin a whale,0
a salmon,48,a seal a dolphin,0
a salmon,48,a dolphin a whale,0
a seal,49,a finch a robin,0
a seal,49,a finch a chicken,0
a seal,49,a finch an eagle,0
a seal,49,a finch an ostrich,1
a seal,49,a robin a chicken,1
a seal,49,a robin an eagle,1
a seal,49,a chicken an eagle,0
a seal,49,a chicken a dolphin,0
a seal,49,an eagle a salmon,0
a seal,49,an eagle a dolphin,0
a seal,49,an ostrich a penguin,0
a seal,49,an ostrich a whale,0
a seal,49,a salmon a dolphin,0
a seal,49,a dolphin a whale,1
a chicken,50,a finch an eagle,0
a chicken,50,a finch a whale,0
a chicken,50,a robin an ostrich,0
a chicken,50,a robin a salmon,0
a chicken,50,an eagle a salmon,0
a chicken,50,an eagle a seal,0
a finch,51,a robin a seal,0
a finch,51,a robin a dolphin,0
a finch,51,a robin a whale,0
a finch,51,a chicken an eagle,0
a finch,51,a chicken a penguin,0
a finch,51,a chicken a salmon,0
a finch,51,a chicken a seal,0
a finch,51,a chicken a dolphin,0
a finch,51,an eagle an ostrich,1
a finch,51,an eagle a seal,0
a finch,51,an ostrich a penguin,0
a finch,51,a penguin a salmon,0
a finch,51,a penguin a seal,0
a finch,51,a penguin a whale,0
a finch,51,a salmon a dolphin,0
a finch,51,a salmon a whale,0
a finch,51,a seal a dolphin,0
a finch,51,a seal a whale,0
an eagle,52,a finch a robin,0
an eagle,52,a finch a penguin,0
an eagle,52,a finch a dolphin,0
an eagle,52,a finch a whale,0
an eagle,52,a robin a penguin,0
an eagle,52,a robin a seal,0
an eagle,52,a robin a dolphin,0
an eagle,52,a robin a whale,0
an eagle,52,a chicken an ostrich,0
an eagle,52,an ostrich a dolphin,0
an eagle,52,an ostrich a whale,0
an eagle,52,a penguin a seal,0
an eagle,52,a salmon a dolphin,0
an eagle,52,a seal a whale,0
a robin,53,a finch a chicken,0
a robin,53,a finch an eagle,0
a robin,53,a finch an ostrich,0
a robin,53,a finch a seal,0
a robin,53,a finch a dolphin,0
a robin,53,a chicken an eagle,0
a robin,53,a chicken an ostrich,0
a robin,53,a chicken a penguin,0
a robin,53,a chicken a salmon,0
a robin,53,a chicken a seal,0
a robin,53,a chicken a whale,0
a robin,53,an eagle an ostrich,0
a robin,53,an eagle a salmon,0
a robin,53,an eagle a seal,0
a robin,53,an eagle a whale,0
a robin,53,an ostrich a penguin,0
a robin,53,an ostrich a seal,0
a robin,53,an ostrich a whale,0
a robin,53,a seal a dolphin,0
a robin,53,a seal a whale,0
a robin,53,a dolphin a whale,0
a seal,54,a finch a robin,0
a seal,54,a finch a chicken,0
a seal,54,a finch a dolphin,0
a seal,54,a robin an ostrich,0
a seal,54,a chicken an eagle,0
a seal,54,a chicken a penguin,0
a seal,54,a chicken a dolphin,0
a seal,54,a chicken a whale,0
a seal,54,an eagle an ostrich,0
a seal,54,a penguin a dolphin,0
a seal,54,a penguin a whale,0
a seal,54,a salmon a dolphin,0
an eagle,55,a finch a robin,0
an eagle,55,a finch a penguin,0
an eagle,55,a finch a seal,0
an eagle,55,a finch a whale,0
an eagle,55,a robin an ostrich,0
an eagle,55,a robin a whale,0
an eagle,55,a chicken a penguin,0
an eagle,55,a chicken a dolphin,0
an eagle,55,a chicken a whale,0
an eagle,55,an ostrich a penguin,0
an eagle,55,an ostrich a salmon,0
an eagle,55,an ostrich a seal,0
an eagle,55,an ostrich a whale,0
an eagle,55,a penguin a whale,0
an eagle,55,a salmon a dolphin,0
an eagle,55,a seal a whale,0
a robin,56,a finch a chicken,0
a robin,56,a finch an eagle,0
a robin,56,a finch a penguin,0
a robin,56,a finch a seal,0
a robin,56,a finch a dolphin,0
a robin,56,a chicken an eagle,0
a robin,56,a chicken a seal,0
a robin,56,a chicken a dolphin,0
a robin,56,an eagle a whale,1
a robin,56,an ostrich a whale,1
a robin,56,a penguin a salmon,0
a robin,56,a salmon a seal,0
a robin,56,a salmon a whale,0
a robin,56,a seal a dolphin,0
a robin,56,a seal a whale,0
a penguin,57,a finch a dolphin,0
a penguin,57,a robin a dolphin,1
a penguin,57,a robin a whale,0
a penguin,57,a chicken an eagle,0
a penguin,57,a chicken an ostrich,0
a penguin,57,a chicken a salmon,0
a penguin,57,a chicken a seal,0
a penguin,57,an eagle an ostrich,0
a penguin,57,an eagle a dolphin,0
a penguin,57,an eagle a whale,0
a penguin,58,a finch a salmon,0
a penguin,58,a finch a whale,0
a penguin,58,a chicken an eagle,0
a penguin,58,a chicken a seal,0
a penguin,58,a chicken a dolphin,0
a penguin,58,a chicken a whale,0
a penguin,58,an eagle an ostrich,0
a penguin,58,an eagle a dolphin,0
a penguin,58,an eagle a whale,0
a penguin,58,a salmon a seal,0
a penguin,58,a dolphin a whale,0
a whale,59,a finch a salmon,0
a whale,59,a robin a chicken,0
a whale,59,a robin a penguin,0
a whale,59,a robin a dolphin,0
a whale,59,a chicken an eagle,0
a whale,59,a chicken a dolphin,0
a whale,59,an eagle a salmon,0
a whale,59,an eagle a seal,0
a whale,59,a salmon a seal,0
a whale,59,a salmon a dolphin,0
an eagle,60,a finch a chicken,0
an eagle,60,a finch an ostrich,0
an eagle,60,a finch a penguin,0
an eagle,60,a robin a penguin,0
an eagle,60,a robin a salmon,0
an eagle,60,a chicken a penguin,0
an eagle,60,a chicken a salmon,0
an eagle,60,a chicken a seal,0
an eagle,60,a chicken a dolphin,0
an eagle,60,a penguin a seal,0
an eagle,60,a seal a dolphin,0
an eagle,60,a seal a whale,0
a penguin,61,a finch an eagle,0
a penguin,61,a finch an ostrich,0
a penguin,61,a finch a whale,0
