Concept,ID,Question,ChoiceNumber
an ostrich,3,a robin a dolphin,0
an ostrich,3,a robin a whale,1
an ostrich,3,a chicken a penguin,0
an ostrich,3,a chicken a salmon,0
an ostrich,3,a chicken a seal,0
an ostrich,3,a chicken a dolphin,0
an ostrich,3,a chicken a whale,0
an ostrich,3,an eagle a penguin,1
an ostrich,3,an eagle a seal,1
an ostrich,3,an eagle a dolphin,0
an ostrich,3,a penguin a salmon,0
an ostrich,3,a penguin a seal,0
an ostrich,3,a penguin a dolphin,0
an ostrich,3,a penguin a whale,0
an ostrich,3,a salmon a seal,0
an ostrich,3,a salmon a dolphin,1
an ostrich,3,a salmon a whale,0
an ostrich,3,a seal a dolphin,0
an ostrich,3,a seal a whale,0
an ostrich,3,a dolphin a whale,0
a salmon,4,a finch a robin,0
a salmon,4,a finch a chicken,1
a salmon,4,a finch an eagle,1
a salmon,4,a finch an ostrich,0
a salmon,4,a finch a penguin,0
a salmon,4,a finch a seal,1
a salmon,4,a finch a dolphin,0
a salmon,4,a finch a whale,0
a salmon,4,a robin a chicken,1
a salmon,4,a robin an eagle,0
a salmon,4,a robin an ostrich,1
a salmon,4,a robin a penguin,0
a salmon,4,a robin a seal,0
a salmon,4,a robin a dolphin,1
a salmon,4,a chicken an eagle,0
a salmon,4,a chicken an ostrich,0
a salmon,4,a chicken a penguin,1
a salmon,4,a chicken a seal,0
a salmon,4,a chicken a dolphin,1
a salmon,4,a chicken a whale,0
a salmon,4,an eagle an ostrich,0
a salmon,4,an eagle a penguin,0
a salmon,4,an eagle a seal,0
a salmon,4,an eagle a dolphin,0
a salmon,4,an eagle a whale,0
a salmon,4,an ostrich a penguin,1
a salmon,4,an ostrich a seal,0
a salmon,4,an ostrich a dolphin,0
a salmon,4,an ostrich a whale,0
a salmon,4,a penguin a seal,0
a salmon,4,a penguin a dolphin,0
a salmon,4,a penguin a whale,0
a salmon,4,a seal a dolphin,0
a salmon,4,a seal a whale,0
a salmon,4,a dolphin a whale,0
a whale,5,a finch a robin,1
a whale,5,a finch a chicken,0
a whale,5,a finch an eagle,1
a whale,5,a finch an ostrich,1
a whale,5,a finch a penguin,0
a whale,5,a finch a salmon,1
a whale,5,a finch a seal,1
a whale,5,a finch a dolphin,1
a whale,5,a robin a chicken,1
a whale,5,a robin an eagle,1
a whale,5,a robin an ostrich,1
a whale,5,a robin a penguin,0
a whale,5,a robin a salmon,1
a whale,5,a robin a seal,1
a whale,5,a robin a dolphin,1
a whale,5,a chicken an eagle,1
a whale,5,a chicken an ostrich,0
a whale,5,a chicken a penguin,1
a whale,5,a chicken a salmon,0
a whale,5,a chicken a seal,1
a whale,5,a chicken a dolphin,0
a whale,5,an eagle an ostrich,0
a whale,5,an eagle a penguin,0
a whale,5,an eagle a salmon,0
a whale,5,an eagle a seal,1
a whale,5,an eagle a dolphin,0
a whale,5,an ostrich a penguin,1
a whale,5,an ostrich a salmon,1
a whale,5,an ostrich a seal,0
a whale,5,an ostrich a dolphin,1
a whale,5,a penguin a salmon,0
a whale,5,a penguin a seal,1
a whale,5,a penguin a dolphin,0
a whale,5,a salmon a seal,0
a whale,5,a salmon a dolphin,1
a whale,5,a seal a dolphin,1
a chicken,6,a finch a robin,0
a chicken,6,a finch an eagle,0
a chicken,6,a finch an ostrich,1
a chicken,6,a finch a penguin,0
a chicken,6,a finch a salmon,0
a chicken,6,a finch a dolphin,0
a chicken,6,a finch a whale,0
a chicken,6,a robin an eagle,0
a chicken,6,a robin an ostrich,1
a chicken,6,a robin a penguin,0
a chicken,6,a robin a salmon,0
a chicken,6,a robin a seal,0
a chicken,6,a robin a dolphin,0
a chicken,6,a robin a whale,0
a chicken,6,an eagle an ostrich,0
a chicken,6,an eagle a penguin,0
a chicken,6,an eagle a salmon,0
a chicken,6,an eagle a seal,0
a chicken,6,an eagle a dolphin,0
a chicken,6,an eagle a whale,0
a chicken,6,an ostrich a penguin,0
a chicken,6,an ostrich a salmon,1
a chicken,6,an ostrich a dolphin,0
a chicken,6,an ostrich a whale,0
a chicken,6,a penguin a salmon,0
a chicken,6,a penguin a seal,0
a chicken,6,a penguin a dolphin,0
a chicken,6,a penguin a whale,0
a chicken,6,a salmon a seal,0
a chicken,6,a salmon a dolphin,0
a chicken,6,a salmon a whale,0
a chicken,6,a seal a dolphin,0
a chicken,6,a seal a whale,0
a chicken,6,a dolphin a whale,0
a salmon,7,a finch a robin,0
a salmon,7,a finch a chicken,0
a salmon,7,a finch an eagle,1
a salmon,7,a finch an ostrich,0
a salmon,7,a finch a penguin,1
a salmon,7,a finch a dolphin,0
a salmon,7,a finch a whale,0
a salmon,7,a robin a chicken,0
a salmon,7,a robin an eagle,1
a salmon,7,a robin an ostrich,0
a salmon,7,a robin a penguin,0
a salmon,7,a robin a seal,1
a salmon,7,a robin a dolphin,0
a salmon,7,a robin a whale,0
a salmon,7,a chicken an eagle,1
a salmon,7,a chicken an ostrich,0
a salmon,7,a chicken a penguin,0
a salmon,7,a chicken a dolphin,1
a salmon,7,a chicken a whale,1
a salmon,7,an eagle an ostrich,0
a salmon,7,an eagle a penguin,0
a salmon,7,an eagle a seal,0
a salmon,7,an eagle a dolphin,0
a salmon,7,an eagle a whale,0
a salmon,7,an ostrich a penguin,0
a salmon,7,an ostrich a seal,1
a salmon,7,an ostrich a dolphin,1
a salmon,7,an ostrich a whale,0
a salmon,7,a penguin a seal,1
a salmon,7,a penguin a dolphin,1
a salmon,7,a seal a dolphin,0
a salmon,7,a seal a whale,1
a salmon,7,a dolphin a whale,0
a seal,8,a finch a robin,0
a seal,8,a finch a chicken,0
a seal,8,a finch an eagle,1
a seal,8,a finch an ostrich,0
a seal,8,a finch a penguin,1
a seal,8,a finch a salmon,1
a seal,8,a finch a dolphin,1
a seal,8,a finch a whale,0
a seal,8,a robin a chicken,0
a seal,8,a robin an eagle,0
a seal,8,a robin an ostrich,0
a seal,8,a robin a penguin,0
a seal,8,a robin a dolphin,1
a seal,8,a robin a whale,0
a seal,8,a chicken an eagle,0
a seal,8,a chicken an ostrich,0
a seal,8,a chicken a penguin,1
a seal,8,a chicken a salmon,0
a seal,8,a chicken a dolphin,1
a seal,8,a chicken a whale,0
a seal,8,an eagle an ostrich,0
a seal,8,an eagle a penguin,0
a seal,8,an eagle a salmon,0
a seal,8,an eagle a dolphin,1
a seal,8,an eagle a whale,0
a seal,8,an ostrich a penguin,0
a seal,8,an ostrich a salmon,0
a seal,8,an ostrich a dolphin,0
a seal,8,an ostrich a whale,1
a seal,8,a penguin a dolphin,0
a seal,8,a penguin a whale,0
a seal,8,a salmon a dolphin,1
a seal,8,a salmon a whale,0
a seal,8,a dolphin a whale,0
an ostrich,9,a finch a robin,1
an ostrich,9,a finch a chicken,1
an ostrich,9,a finch an eagle,0
an ostrich,9,a finch a penguin,1
an ostrich,9,a finch a salmon,0
an ostrich,9,a finch a seal,0
an ostrich,9,a finch a dolphin,0
an ostrich,9,a finch a whale,0
an ostrich,9,a robin a chicken,0
an ostrich,9,a robin an eagle,0
an ostrich,9,a robin a penguin,0
an ostrich,9,a robin a salmon,0
an ostrich,9,a robin a seal,0
an ostrich,9,a robin a dolphin,0
an ostrich,9,a robin a whale,0
an ostrich,9,a chicken an eagle,0
an ostrich,9,a chicken a penguin,0
an ostrich,9,a chicken a salmon,0
an ostrich,9,a chicken a seal,0
an ostrich,9,a chicken a dolphin,0
an ostrich,9,a chicken a whale,0
an ostrich,9,an eagle a penguin,0
an ostrich,9,an eagle a salmon,0
an ostrich,9,an eagle a seal,0
an ostrich,9,an eagle a dolphin,0
an ostrich,9,an eagle a whale,0
an ostrich,9,a penguin a salmon,0
an ostrich,9,a penguin a seal,0
an ostrich,9,a penguin a dolphin,0
an ostrich,9,a penguin a whale,0
an ostrich,9,a salmon a seal,0
an ostrich,9,a salmon a dolphin,0
an ostrich,9,a salmon a whale,0
an ostrich,9,a seal a dolphin,0
an ostrich,9,a seal a whale,0
an ostrich,9,a dolphin a whale,0
an eagle,10,a finch a robin,1
an eagle,10,a finch a chicken,0
an eagle,10,a finch an ostrich,0
an eagle,10,a finch a penguin,0
an eagle,10,a finch a salmon,0
an eagle,10,a finch a seal,0
an eagle,10,a finch a dolphin,0
an eagle,10,a finch a whale,0
an eagle,10,a robin a chicken,0
an eagle,10,a robin an ostrich,0
an eagle,10,a robin a penguin,0
an eagle,10,a robin a salmon,0
an eagle,10,a robin a dolphin,0
an eagle,10,a robin a whale,0
an eagle,10,a chicken an ostrich,0
an eagle,10,a chicken a penguin,0
an eagle,10,a chicken a salmon,0
an eagle,10,a chicken a seal,0
an eagle,10,a chicken a dolphin,0
an eagle,10,a chicken a whale,0
an eagle,10,an ostrich a penguin,0
an eagle,10,an ostrich a seal,0
an eagle,10,an ostrich a dolphin,1
an eagle,10,an ostrich a whale,0
an eagle,10,a penguin a salmon,0
an eagle,10,a penguin a seal,0
an eagle,10,a penguin a dolphin,0
an eagle,10,a penguin a whale,0
an eagle,10,a salmon a seal,0
an eagle,10,a salmon a dolphin,1
an eagle,10,a salmon a whale,0
an eagle,10,a seal a dolphin,0
an eagle,10,a seal a whale,0
an eagle,10,a dolphin a whale,0
a seal,11,a finch a robin,0
a seal,11,a finch a chicken,0
a seal,11,a finch an eagle,0
a seal,11,a finch an ostrich,0
a seal,11,a finch a penguin,1
a seal,11,a finch a salmon,0
a seal,11,a finch a dolphin,0
a seal,11,a finch a whale,0
a seal,11,a robin a chicken,1
a seal,11,a robin an eagle,1
a seal,11,a robin an ostrich,0
a seal,11,a robin a penguin,0
a seal,11,a robin a salmon,0
a seal,11,a robin a dolphin,0
a seal,11,a robin a whale,0
a seal,11,a chicken an eagle,0
a seal,11,a chicken an ostrich,0
a seal,11,a chicken a penguin,0
a seal,11,a chicken a salmon,0
a seal,11,a chicken a dolphin,0
a seal,11,a chicken a whale,0
a seal,11,an eagle an ostrich,0
a seal,11,an eagle a penguin,0
a seal,11,an eagle a salmon,0
a seal,11,an eagle a dolphin,0
a seal,11,an eagle a whale,0
a seal,11,an ostrich a penguin,0
a seal,11,an ostrich a salmon,1
a seal,11,an ostrich a dolphin,0
a seal,11,an ostrich a whale,0
a seal,11,a penguin a salmon,0
a seal,11,a penguin a dolphin,0
a seal,11,a penguin a whale,0
a seal,11,a salmon a dolphin,1
a seal,11,a salmon a whale,0
a seal,11,a dolphin a whale,0
a seal,12,a finch a robin,1
a seal,12,a finch a chicken,1
a seal,12,a finch an eagle,0
a seal,12,a finch an ostrich,0
a seal,12,a finch a penguin,0
a seal,12,a finch a salmon,0
a seal,12,a finch a dolphin,0
a seal,12,a finch a whale,0
a seal,12,a robin a chicken,0
a seal,12,a robin an eagle,0
a seal,12,a robin an ostrich,0
a seal,12,a robin a penguin,0
a seal,12,a robin a salmon,0
a seal,12,a robin a dolphin,0
a seal,12,a robin a whale,0
a seal,12,a chicken an eagle,0
a seal,12,a chicken an ostrich,1
a seal,12,a chicken a penguin,1
a seal,12,a chicken a salmon,0
a seal,12,a chicken a dolphin,0
a seal,12,a chicken a whale,0
a seal,12,an eagle an ostrich,0
a seal,12,an eagle a penguin,0
a seal,12,an eagle a salmon,0
a seal,12,an eagle a dolphin,0
a seal,12,an eagle a whale,0
a seal,12,an ostrich a penguin,0
a seal,12,an ostrich a salmon,0
a seal,12,an ostrich a dolphin,0
a seal,12,an ostrich a whale,0
a seal,12,a penguin a salmon,0
a seal,12,a penguin a dolphin,0
a seal,12,a penguin a whale,0
a seal,12,a salmon a dolphin,0
a seal,12,a salmon a whale,0
a seal,12,a dolphin a whale,0
a chicken,13,a finch a robin,1
a chicken,13,a finch an eagle,1
a chicken,13,a finch an ostrich,0
a chicken,13,a finch a penguin,0
a chicken,13,a finch a salmon,0
a chicken,13,a finch a seal,0
a chicken,13,a finch a dolphin,0
a chicken,13,a finch a whale,0
a chicken,13,a robin an eagle,1
a chicken,13,a robin an ostrich,0
a chicken,13,a robin a penguin,0
a chicken,13,a robin a salmon,0
a chicken,13,a robin a seal,0
a chicken,13,a robin a dolphin,1
a chicken,13,a robin a whale,0
a chicken,13,an eagle an ostrich,0
a chicken,13,an eagle a penguin,0
a chicken,13,an eagle a salmon,0
a chicken,13,an eagle a seal,0
a chicken,13,an eagle a dolphin,0
a chicken,13,an eagle a whale,0
a chicken,13,an ostrich a penguin,0
a chicken,13,an ostrich a salmon,0
a chicken,13,an ostrich a seal,1
a chicken,13,an ostrich a dolphin,0
a chicken,13,an ostrich a whale,0
a chicken,13,a penguin a salmon,0
a chicken,13,a penguin a seal,0
a chicken,13,a penguin a dolphin,0
a chicken,13,a penguin a whale,0
a chicken,13,a salmon a seal,0
a chicken,13,a salmon a dolphin,0
a chicken,13,a salmon a whale,0
a chicken,13,a seal a dolphin,0
a chicken,13,a seal a whale,0
a chicken,13,a dolphin a whale,0
a penguin,14,a finch a robin,1
a penguin,14,a finch a chicken,0
a penguin,14,a finch an eagle,0
a penguin,14,a finch an ostrich,0
a penguin,14,a finch a salmon,0
a penguin,14,a finch a seal,1
a penguin,14,a finch a dolphin,1
a penguin,14,a robin a chicken,0
a penguin,14,a robin an eagle,0
a penguin,14,a robin an ostrich,1
a penguin,14,a robin a salmon,0
a penguin,14,a robin a seal,0
a penguin,14,a robin a dolphin,0
a penguin,14,a robin a whale,0
a penguin,14,a chicken an eagle,0
a penguin,14,a chicken an ostrich,0
a penguin,14,a chicken a salmon,0
a penguin,14,a chicken a seal,1
a penguin,14,a chicken a dolphin,0
a penguin,14,an eagle an ostrich,0
a penguin,14,an eagle a salmon,0
a penguin,14,an eagle a seal,0
a penguin,14,an eagle a dolphin,1
a penguin,14,an eagle a whale,0
a penguin,14,an ostrich a salmon,0
a penguin,14,an ostrich a seal,0
a penguin,14,an ostrich a dolphin,1
a penguin,14,an ostrich a whale,0
a penguin,14,a salmon a seal,0
a penguin,14,a salmon a dolphin,0
a penguin,14,a salmon a whale,0
a penguin,14,a seal a dolphin,0
a penguin,14,a seal a whale,0
a penguin,14,a dolphin a whale,0
an ostrich,15,a finch a robin,1
an ostrich,15,a finch a chicken,1
an ostrich,15,a finch an eagle,0
an ostrich,15,a finch a penguin,0
an ostrich,15,a finch a salmon,0
an ostrich,15,a finch a seal,0
an ostrich,15,a finch a dolphin,0
an ostrich,15,a finch a whale,0
an ostrich,15,a robin a chicken,0
an ostrich,15,a robin an eagle,1
an ostrich,15,a robin a penguin,0
an ostrich,15,a robin a salmon,0
an ostrich,15,a robin a seal,0
an ostrich,15,a robin a dolphin,0
an ostrich,15,a robin a whale,0
an ostrich,15,a chicken an eagle,0
an ostrich,15,a chicken a penguin,0
an ostrich,15,a chicken a salmon,0
an ostrich,15,a chicken a seal,0
an ostrich,15,a chicken a dolphin,0
an ostrich,15,a chicken a whale,0
an ostrich,15,an eagle a penguin,0
an ostrich,15,an eagle a salmon,0
an ostrich,15,an eagle a seal,0
an ostrich,15,an eagle a dolphin,1
an ostrich,15,a penguin a salmon,0
an ostrich,15,a penguin a seal,1
an ostrich,15,a penguin a dolphin,0
an ostrich,15,a penguin a whale,0
an ostrich,15,a salmon a seal,0
an ostrich,15,a salmon a dolphin,0
an ostrich,15,a salmon a whale,0
an ostrich,15,a seal a dolphin,0
an ostrich,15,a seal a whale,0
an ostrich,15,a dolphin a whale,0
a robin,16,a finch a chicken,1
a robin,16,a finch an eagle,0
a robin,16,a finch an ostrich,0
a robin,16,a finch a salmon,0
a robin,16,a finch a seal,1
a robin,16,a finch a dolphin,0
a robin,16,a finch a whale,0
a robin,16,a chicken an eagle,0
a robin,16,a chicken an ostrich,0
a robin,16,a chicken a penguin,0
a robin,16,a chicken a salmon,0
a robin,16,a chicken a seal,0
a robin,16,a chicken a dolphin,0
a robin,16,a chicken a whale,0
a robin,16,an eagle an ostrich,0
a robin,16,an eagle a penguin,0
a robin,16,an eagle a salmon,0
a robin,16,an eagle a seal,0
a robin,16,an eagle a dolphin,0
a robin,16,an eagle a whale,0
a robin,16,an ostrich a penguin,0
a robin,16,an ostrich a salmon,0
a robin,16,an ostrich a seal,0
a robin,16,an ostrich a dolphin,0
a robin,16,an ostrich a whale,0
a robin,16,a penguin a salmon,0
a robin,16,a penguin a seal,0
a robin,16,a penguin a dolphin,0
a robin,16,a penguin a whale,0
a robin,16,a salmon a seal,0
a robin,16,a salmon a dolphin,0
a robin,16,a salmon a whale,0
a robin,16,a seal a dolphin,0
a robin,16,a seal a whale,0
a robin,16,a dolphin a whale,0
a seal,17,a finch a robin,0
a seal,17,a finch a chicken,1
a seal,17,a finch an eagle,1
a seal,17,a finch an ostrich,0
a seal,17,a finch a penguin,1
a seal,17,a finch a dolphin,0
a seal,17,a finch a whale,0
a seal,17,a robin a chicken,1
a seal,17,a robin an eagle,1
a seal,17,a robin a penguin,1
a seal,17,a robin a salmon,0
a seal,17,a robin a dolphin,0
a seal,17,a robin a whale,0
a seal,17,a chicken an eagle,0
a seal,17,a chicken an ostrich,1
a seal,17,a chicken a penguin,0
a seal,17,a chicken a salmon,1
a seal,17,a chicken a dolphin,1
a seal,17,a chicken a whale,0
a seal,17,an eagle an ostrich,1
a seal,17,an eagle a penguin,0
a seal,17,an eagle a salmon,0
a seal,17,an eagle a dolphin,0
a seal,17,an eagle a whale,0
a seal,17,an ostrich a penguin,0
a seal,17,an ostrich a dolphin,0
a seal,17,an ostrich a whale,0
a seal,17,a penguin a salmon,0
a seal,17,a penguin a dolphin,0
a seal,17,a penguin a whale,0
a seal,17,a salmon a dolphin,1
a seal,17,a salmon a whale,0
a seal,17,a dolphin a whale,0
a penguin,18,a finch a robin,0
a penguin,18,a finch a chicken,0
a penguin,18,a finch an eagle,1
a penguin,18,a finch an ostrich,0
a penguin,18,a finch a salmon,0
a penguin,18,a finch a seal,0
a penguin,18,a finch a dolphin,0
a penguin,18,a robin a chicken,0
a penguin,18,a robin an eagle,0
a penguin,18,a robin an ostrich,1
a penguin,18,a robin a salmon,0
a penguin,18,a robin a seal,1
a penguin,18,a robin a dolphin,0
a penguin,18,a robin a whale,0
a penguin,18,a chicken an eagle,0
a penguin,18,a chicken an ostrich,0
a penguin,18,a chicken a salmon,0
a penguin,18,a chicken a seal,1
a penguin,18,a chicken a dolphin,0
a penguin,18,a chicken a whale,0
a penguin,18,an eagle an ostrich,0
a penguin,18,an eagle a salmon,0
a penguin,18,an eagle a seal,0
a penguin,18,an eagle a dolphin,0
a penguin,18,an eagle a whale,0
a penguin,18,an ostrich a salmon,0
a penguin,18,an ostrich a seal,1
a penguin,18,an ostrich a dolphin,0
a penguin,18,a salmon a seal,0
a penguin,18,a salmon a dolphin,0
a penguin,18,a salmon a whale,0
a penguin,18,a seal a dolphin,0
a penguin,18,a seal a whale,0
a penguin,18,a dolphin a whale,0
a robin,19,a finch a chicken,0
a robin,19,a finch an eagle,0
a robin,19,a finch an ostrich,0
a robin,19,a finch a penguin,1
a robin,19,a finch a salmon,0
a robin,19,a finch a seal,1
a robin,19,a finch a dolphin,0
a robin,19,a finch a whale,0
a robin,19,a chicken an ostrich,0
a robin,19,a chicken a penguin,0
a robin,19,a chicken a salmon,0
a robin,19,a chicken a seal,0
a robin,19,a chicken a dolphin,0
a robin,19,a chicken a whale,0
a robin,19,an eagle an ostrich,0
a robin,19,an eagle a penguin,0
a robin,19,an eagle a salmon,0
a robin,19,an eagle a seal,0
a robin,19,an eagle a dolphin,0
a robin,19,an eagle a whale,0
a robin,19,an ostrich a penguin,0
a robin,19,an ostrich a salmon,0
a robin,19,an ostrich a seal,0
a robin,19,an ostrich a dolphin,0
a robin,19,an ostrich a whale,0
a robin,19,a penguin a salmon,0
a robin,19,a penguin a seal,0
a robin,19,a penguin a dolphin,0
a robin,19,a penguin a whale,0
a robin,19,a salmon a seal,0
a robin,19,a salmon a dolphin,0
a robin,19,a salmon a whale,1
a robin,19,a seal a dolphin,1
a robin,19,a seal a whale,0
a robin,19,a dolphin a whale,0
an ostrich,20,a finch a robin,1
an ostrich,20,a finch a chicken,1
an ostrich,20,a finch an eagle,0
an ostrich,20,a finch a penguin,0
an ostrich,20,a finch a salmon,0
an ostrich,20,a finch a seal,0
an ostrich,20,a finch a dolphin,1
an ostrich,20,a finch a whale,0
an ostrich,20,a robin a chicken,0
an ostrich,20,a robin an eagle,0
an ostrich,20,a robin a penguin,0
an ostrich,20,a robin a salmon,0
an ostrich,20,a robin a seal,0
an ostrich,20,a robin a dolphin,0
an ostrich,20,a robin a whale,0
an ostrich,20,a chicken an eagle,0
an ostrich,20,a chicken a penguin,0
an ostrich,20,a chicken a salmon,0
an ostrich,20,a chicken a seal,0
an ostrich,20,a chicken a dolphin,0
an ostrich,20,a chicken a whale,0
an ostrich,20,an eagle a penguin,0
an ostrich,20,an eagle a salmon,0
an ostrich,20,an eagle a seal,0
an ostrich,20,an eagle a dolphin,0
an ostrich,20,an eagle a whale,0
an ostrich,20,a penguin a salmon,0
an ostrich,20,a penguin a seal,0
an ostrich,20,a penguin a dolphin,0
an ostrich,20,a penguin a whale,0
an ostrich,20,a salmon a seal,1
an ostrich,20,a salmon a dolphin,0
an ostrich,20,a salmon a whale,0
an ostrich,20,a seal a dolphin,1
an ostrich,20,a seal a whale,0
an ostrich,20,a dolphin a whale,0
a finch,21,a robin a chicken,0
a finch,21,a robin an eagle,0
a finch,21,a robin an ostrich,0
a finch,21,a robin a penguin,0
a finch,21,a robin a salmon,0
a finch,21,a robin a seal,0
a finch,21,a robin a dolphin,0
a finch,21,a robin a whale,0
a finch,21,a chicken an eagle,0
a finch,21,a chicken an ostrich,0
a finch,21,a chicken a penguin,0
a finch,21,a chicken a salmon,0
a finch,21,a chicken a seal,0
a finch,21,a chicken a dolphin,0
a finch,21,a chicken a whale,0
a finch,21,an eagle an ostrich,0
a finch,21,an eagle a penguin,0
a finch,21,an eagle a salmon,1
a finch,21,an eagle a seal,0
a finch,21,an eagle a dolphin,0
a finch,21,an eagle a whale,0
a finch,21,an ostrich a penguin,0
a finch,21,an ostrich a salmon,0
a finch,21,an ostrich a dolphin,0
a finch,21,an ostrich a whale,1
a finch,21,a penguin a seal,0
a finch,21,a penguin a dolphin,0
a finch,21,a penguin a whale,0
a finch,21,a salmon a seal,0
a finch,21,a salmon a dolphin,0
a finch,21,a salmon a whale,0
a finch,21,a seal a dolphin,1
a finch,21,a seal a whale,0
a finch,21,a dolphin a whale,0
a whale,22,a finch a robin,0
a whale,22,a finch a chicken,0
a whale,22,a finch an eagle,1
a whale,22,a finch an ostrich,0
a whale,22,a finch a penguin,0
a whale,22,a finch a salmon,0
a whale,22,a finch a seal,1
a whale,22,a finch a dolphin,0
a whale,22,a robin a chicken,0
a whale,22,a robin an eagle,0
a whale,22,a robin an ostrich,0
a whale,22,a robin a penguin,0
a whale,22,a robin a salmon,0
a whale,22,a robin a seal,0
a whale,22,a robin a dolphin,1
a whale,22,a chicken an eagle,0
a whale,22,a chicken an ostrich,0
a whale,22,a chicken a penguin,1
a whale,22,a chicken a salmon,0
a whale,22,a chicken a seal,0
a whale,22,a chicken a dolphin,1
a whale,22,an eagle an ostrich,0
a whale,22,an eagle a penguin,0
a whale,22,an eagle a salmon,0
a whale,22,an eagle a seal,0
a whale,22,an eagle a dolphin,1
a whale,22,an ostrich a penguin,1
a whale,22,an ostrich a salmon,0
a whale,22,an ostrich a seal,0
a whale,22,an ostrich a dolphin,0
a whale,22,a penguin a salmon,0
a whale,22,a penguin a seal,0
a whale,22,a penguin a dolphin,1
a whale,22,a salmon a seal,0
a whale,22,a salmon a dolphin,0
a whale,22,a seal a dolphin,0
a penguin,23,a finch a robin,1
a penguin,23,a finch a chicken,0
a penguin,23,a finch an ostrich,1
a penguin,23,a finch a seal,0
a penguin,23,a finch a dolphin,1
a penguin,23,a robin an eagle,1
