Concept,ID,Question,ChoiceNumber
Hillary Clinton,7,Abraham Lincoln Donald Trump,0
Hillary Clinton,7,Barack Obama Richard Nixon,0
Hillary Clinton,7,Barack Obama Ronald Reagan,0
Hillary Clinton,7,Donald Trump Ronald Reagan,0
Hillary Clinton,7,George W. Bush Joe Biden,0
Joe Biden,8,Abraham Lincoln Donald Trump,0
Joe Biden,8,Abraham Lincoln Richard Nixon,1
Joe Biden,8,Barack Obama Elizabeth Warren,0
Joe Biden,8,Bernie Sanders Hillary Clinton,0
Joe Biden,8,Donald Trump Richard Nixon,0
Joe Biden,8,George W. Bush Hillary Clinton,0
Elizabeth Warren,9,Abraham Lincoln Barack Obama,0
Donald Trump,10,Abraham Lincoln Barack Obama,0
Donald Trump,10,Abraham Lincoln Elizabeth Warren,0
Donald Trump,10,Barack Obama Hillary Clinton,0
Donald Trump,10,Barack Obama Ronald Reagan,0
Donald Trump,10,Bernie Sanders Richard Nixon,0
Joe Biden,11,Abraham Lincoln Elizabeth Warren,0
Joe Biden,11,Abraham Lincoln Richard Nixon,0
Joe Biden,11,Barack Obama Bernie Sanders,0
Joe Biden,11,Barack Obama Ronald Reagan,1
Joe Biden,11,Bernie Sanders Donald Trump,0
Joe Biden,11,Bernie Sanders Hillary Clinton,0
Joe Biden,11,Bernie Sanders Richard Nixon,0
Joe Biden,11,Donald Trump Elizabeth Warren,0
Joe Biden,11,Donald Trump Hillary Clinton,0
Joe Biden,11,Donald Trump Richard Nixon,0
Joe Biden,11,George W. Bush Ronald Reagan,0
Joe Biden,11,Hillary Clinton Richard Nixon,0
Joe Biden,11,Hillary Clinton Ronald Reagan,0
Joe Biden,12,Abraham Lincoln Barack Obama,1
Joe Biden,12,Abraham Lincoln George W. Bush,0
Joe Biden,12,Abraham Lincoln Richard Nixon,0
Joe Biden,12,Abraham Lincoln Ronald Reagan,0
Joe Biden,12,Bernie Sanders Donald Trump,0
Joe Biden,12,Bernie Sanders Ronald Reagan,0
Joe Biden,12,Hillary Clinton Richard Nixon,0
Bernie Sanders,13,Abraham Lincoln Hillary Clinton,0
Bernie Sanders,13,Abraham Lincoln Richard Nixon,0
Bernie Sanders,13,Barack Obama Elizabeth Warren,0
Bernie Sanders,13,Donald Trump Hillary Clinton,0
Bernie Sanders,13,Elizabeth Warren Joe Biden,1
Bernie Sanders,13,Hillary Clinton Joe Biden,0
Bernie Sanders,13,Hillary Clinton Ronald Reagan,0
George W. Bush,14,Abraham Lincoln Barack Obama,0
George W. Bush,14,Abraham Lincoln Hillary Clinton,0
George W. Bush,14,Abraham Lincoln Joe Biden,0
George W. Bush,14,Abraham Lincoln Richard Nixon,1
George W. Bush,14,Abraham Lincoln Ronald Reagan,0
George W. Bush,14,Barack Obama Richard Nixon,0
George W. Bush,14,Barack Obama Ronald Reagan,1
George W. Bush,14,Bernie Sanders Joe Biden,0
George W. Bush,14,Bernie Sanders Ronald Reagan,1
George W. Bush,14,Hillary Clinton Joe Biden,0
George W. Bush,14,Joe Biden Richard Nixon,1
George W. Bush,14,Richard Nixon Ronald Reagan,1
Elizabeth Warren,15,Abraham Lincoln Bernie Sanders,0
Elizabeth Warren,15,Abraham Lincoln Donald Trump,0
Elizabeth Warren,15,Barack Obama Ronald Reagan,0
Elizabeth Warren,15,Bernie Sanders Joe Biden,0
Elizabeth Warren,15,George W. Bush Joe Biden,0
Elizabeth Warren,15,Hillary Clinton Joe Biden,0
Elizabeth Warren,15,Richard Nixon Ronald Reagan,0
Barack Obama,16,Bernie Sanders Ronald Reagan,1
Barack Obama,16,Donald Trump Ronald Reagan,0
Barack Obama,16,Elizabeth Warren Richard Nixon,0
Barack Obama,16,Elizabeth Warren Ronald Reagan,0
Barack Obama,16,George W. Bush Richard Nixon,0
Barack Obama,16,Joe Biden Richard Nixon,0
Joe Biden,17,Abraham Lincoln Barack Obama,0
Joe Biden,17,Abraham Lincoln Bernie Sanders,0
Joe Biden,17,Bernie Sanders Donald Trump,0
Joe Biden,17,Elizabeth Warren Richard Nixon,0
Joe Biden,17,George W. Bush Hillary Clinton,1
Joe Biden,17,George W. Bush Ronald Reagan,0
Joe Biden,17,Richard Nixon Ronald Reagan,0
George W. Bush,18,Barack Obama Hillary Clinton,1
George W. Bush,18,Bernie Sanders Joe Biden,0
Barack Obama,19,Donald Trump Ronald Reagan,0
Barack Obama,19,Elizabeth Warren Hillary Clinton,1
Elizabeth Warren,20,Abraham Lincoln Donald Trump,0
Elizabeth Warren,20,Abraham Lincoln Hillary Clinton,1
Elizabeth Warren,20,Abraham Lincoln Richard Nixon,1
Elizabeth Warren,20,Bernie Sanders Ronald Reagan,0
Elizabeth Warren,20,George W. Bush Hillary Clinton,0
Elizabeth Warren,20,Hillary Clinton Richard Nixon,0
Abraham Lincoln,21,Barack Obama Bernie Sanders,0
Abraham Lincoln,21,Barack Obama Hillary Clinton,0
Abraham Lincoln,21,Barack Obama Richard Nixon,0
Abraham Lincoln,21,Bernie Sanders George W. Bush,0
Abraham Lincoln,21,Donald Trump Hillary Clinton,0
Abraham Lincoln,21,George W. Bush Joe Biden,0
Ronald Reagan,22,Abraham Lincoln Donald Trump,0
Ronald Reagan,22,Barack Obama Bernie Sanders,1
Ronald Reagan,22,Donald Trump George W. Bush,0
Ronald Reagan,22,Donald Trump Joe Biden,0
Ronald Reagan,22,Elizabeth Warren Richard Nixon,1
George W. Bush,23,Barack Obama Richard Nixon,0
George W. Bush,23,Barack Obama Ronald Reagan,0
George W. Bush,23,Bernie Sanders Joe Biden,0
George W. Bush,23,Richard Nixon Ronald Reagan,0
Richard Nixon,24,Abraham Lincoln George W. Bush,0
Richard Nixon,24,Abraham Lincoln Hillary Clinton,0
Richard Nixon,24,Abraham Lincoln Ronald Reagan,0
Richard Nixon,24,Barack Obama George W. Bush,1
Richard Nixon,24,Barack Obama Hillary Clinton,0
Richard Nixon,24,Bernie Sanders Ronald Reagan,0
Abraham Lincoln,25,Barack Obama Bernie Sanders,0
Abraham Lincoln,25,Bernie Sanders Joe Biden,0
Abraham Lincoln,25,Donald Trump Joe Biden,0
Abraham Lincoln,25,Donald Trump Ronald Reagan,0
Abraham Lincoln,25,Elizabeth Warren Hillary Clinton,0
Abraham Lincoln,25,Elizabeth Warren Richard Nixon,0
Abraham Lincoln,25,Richard Nixon Ronald Reagan,1
Ronald Reagan,26,Abraham Lincoln Hillary Clinton,0
Ronald Reagan,26,Abraham Lincoln Joe Biden,0
Ronald Reagan,26,Barack Obama Hillary Clinton,0
Ronald Reagan,26,Bernie Sanders Elizabeth Warren,0
Ronald Reagan,26,Donald Trump Hillary Clinton,0
Bernie Sanders,27,Barack Obama Donald Trump,0
Bernie Sanders,27,George W. Bush Joe Biden,0
Hillary Clinton,28,Abraham Lincoln Barack Obama,0
Hillary Clinton,28,Abraham Lincoln Elizabeth Warren,0
Hillary Clinton,28,Barack Obama George W. Bush,0
Hillary Clinton,28,Barack Obama Ronald Reagan,0
Hillary Clinton,28,Elizabeth Warren George W. Bush,0
Donald Trump,29,Abraham Lincoln Ronald Reagan,0
Donald Trump,29,Barack Obama Bernie Sanders,0
Donald Trump,29,Barack Obama Joe Biden,0
Donald Trump,29,Bernie Sanders Elizabeth Warren,0
Donald Trump,29,Bernie Sanders Hillary Clinton,0
Donald Trump,29,Bernie Sanders Richard Nixon,0
Donald Trump,29,Bernie Sanders Ronald Reagan,0
Donald Trump,29,George W. Bush Joe Biden,0
Donald Trump,29,Joe Biden Richard Nixon,0
Richard Nixon,30,Bernie Sanders Joe Biden,0
Richard Nixon,30,Donald Trump Elizabeth Warren,1
Bernie Sanders,31,Barack Obama Ronald Reagan,1
Bernie Sanders,31,Donald Trump Hillary Clinton,0
Bernie Sanders,31,Elizabeth Warren Richard Nixon,0
Bernie Sanders,31,George W. Bush Hillary Clinton,0
Bernie Sanders,31,George W. Bush Richard Nixon,0
Bernie Sanders,31,Hillary Clinton Richard Nixon,0
Elizabeth Warren,32,Abraham Lincoln Barack Obama,0
Elizabeth Warren,32,Abraham Lincoln Bernie Sanders,0
Elizabeth Warren,32,Bernie Sanders Hillary Clinton,0
Elizabeth Warren,32,Donald Trump Ronald Reagan,0
Elizabeth Warren,32,Hillary Clinton Richard Nixon,1
Elizabeth Warren,32,Joe Biden Ronald Reagan,0
Bernie Sanders,33,Abraham Lincoln Donald Trump,1
Bernie Sanders,33,Donald Trump Joe Biden,0
Bernie Sanders,33,Hillary Clinton Ronald Reagan,0
Hillary Clinton,34,Abraham Lincoln Donald Trump,0
Hillary Clinton,34,Abraham Lincoln Elizabeth Warren,0
Hillary Clinton,34,Bernie Sanders Donald Trump,0
Hillary Clinton,34,Bernie Sanders Elizabeth Warren,0
Hillary Clinton,34,Bernie Sanders Joe Biden,0
Hillary Clinton,34,Donald Trump Richard Nixon,0
Hillary Clinton,34,Elizabeth Warren Ronald Reagan,0
Hillary Clinton,34,George W. Bush Joe Biden,1
Elizabeth Warren,35,Abraham Lincoln Bernie Sanders,0
Elizabeth Warren,35,Abraham Lincoln Hillary Clinton,0
Elizabeth Warren,35,Barack Obama Hillary Clinton,0
Elizabeth Warren,35,Barack Obama Richard Nixon,1
Elizabeth Warren,35,Barack Obama Ronald Reagan,0
Elizabeth Warren,35,George W. Bush Joe Biden,1
Elizabeth Warren,35,George W. Bush Ronald Reagan,0
Richard Nixon,36,Abraham Lincoln Bernie Sanders,1
Richard Nixon,36,Donald Trump Elizabeth Warren,0
Richard Nixon,36,Donald Trump Ronald Reagan,0
Richard Nixon,36,Elizabeth Warren Ronald Reagan,0
Hillary Clinton,37,Abraham Lincoln Barack Obama,1
Hillary Clinton,37,Abraham Lincoln Richard Nixon,0
Hillary Clinton,37,Abraham Lincoln Ronald Reagan,0
Hillary Clinton,37,Barack Obama Richard Nixon,0
Hillary Clinton,37,Bernie Sanders Donald Trump,0
Hillary Clinton,37,Donald Trump Joe Biden,0
Barack Obama,38,Abraham Lincoln Bernie Sanders,0
Barack Obama,38,Bernie Sanders George W. Bush,0
Barack Obama,38,George W. Bush Joe Biden,0
Donald Trump,39,Abraham Lincoln Barack Obama,0
Donald Trump,39,Abraham Lincoln Elizabeth Warren,0
Donald Trump,39,Barack Obama Elizabeth Warren,0
Donald Trump,39,George W. Bush Joe Biden,0
Donald Trump,39,Joe Biden Ronald Reagan,0
Donald Trump,39,Richard Nixon Ronald Reagan,1
Richard Nixon,40,Abraham Lincoln Barack Obama,0
Richard Nixon,40,Abraham Lincoln Hillary Clinton,0
Richard Nixon,40,Barack Obama Bernie Sanders,0
Richard Nixon,40,Barack Obama George W. Bush,0
Richard Nixon,40,Barack Obama Hillary Clinton,0
Richard Nixon,40,Bernie Sanders Donald Trump,0
Richard Nixon,40,Bernie Sanders Ronald Reagan,0
Richard Nixon,40,Donald Trump Joe Biden,0
Richard Nixon,40,Donald Trump Ronald Reagan,0
Richard Nixon,40,Elizabeth Warren Ronald Reagan,0
Richard Nixon,40,George W. Bush Hillary Clinton,0
Richard Nixon,40,George W. Bush Ronald Reagan,0
Richard Nixon,40,Hillary Clinton Joe Biden,0
Barack Obama,41,Abraham Lincoln Bernie Sanders,0
Barack Obama,41,Abraham Lincoln Donald Trump,0
Barack Obama,41,Abraham Lincoln Ronald Reagan,0
Barack Obama,41,Bernie Sanders George W. Bush,0
Barack Obama,41,Bernie Sanders Ronald Reagan,0
Barack Obama,41,Elizabeth Warren Joe Biden,0
Barack Obama,41,Elizabeth Warren Ronald Reagan,0
Barack Obama,41,George W. Bush Hillary Clinton,0
Barack Obama,41,George W. Bush Richard Nixon,0
Barack Obama,41,Hillary Clinton Ronald Reagan,0
Barack Obama,41,Joe Biden Richard Nixon,0
Ronald Reagan,42,Abraham Lincoln Bernie Sanders,0
Ronald Reagan,42,Abraham Lincoln Elizabeth Warren,0
Ronald Reagan,42,Abraham Lincoln George W. Bush,0
Ronald Reagan,42,Abraham Lincoln Joe Biden,0
Ronald Reagan,42,Barack Obama Donald Trump,0
Ronald Reagan,42,Barack Obama Elizabeth Warren,0
Ronald Reagan,42,Donald Trump Hillary Clinton,0
Ronald Reagan,42,George W. Bush Richard Nixon,1
Richard Nixon,43,Barack Obama Ronald Reagan,0
Richard Nixon,43,Bernie Sanders Donald Trump,0
Richard Nixon,43,Bernie Sanders Elizabeth Warren,0
Richard Nixon,43,Donald Trump Hillary Clinton,0
Richard Nixon,43,Elizabeth Warren Hillary Clinton,0
Ronald Reagan,44,Bernie Sanders Donald Trump,0
Elizabeth Warren,45,Abraham Lincoln Bernie Sanders,0
Elizabeth Warren,45,Abraham Lincoln Donald Trump,0
Elizabeth Warren,45,Barack Obama Bernie Sanders,0
Elizabeth Warren,45,Barack Obama Joe Biden,0
Elizabeth Warren,45,George W. Bush Joe Biden,1
Elizabeth Warren,45,Joe Biden Richard Nixon,0
Barack Obama,46,Abraham Lincoln Donald Trump,0
Barack Obama,46,Bernie Sanders Donald Trump,1
Barack Obama,46,Bernie Sanders Ronald Reagan,0
Barack Obama,46,Donald Trump George W. Bush,0
Barack Obama,46,Donald Trump Joe Biden,1
Barack Obama,46,Donald Trump Richard Nixon,0
Barack Obama,46,Donald Trump Ronald Reagan,0
Barack Obama,46,Hillary Clinton Richard Nixon,0
Barack Obama,46,Joe Biden Richard Nixon,0
Donald Trump,47,Abraham Lincoln Hillary Clinton,0
Donald Trump,47,Barack Obama Ronald Reagan,0
Donald Trump,47,Bernie Sanders Ronald Reagan,0
Donald Trump,47,George W. Bush Hillary Clinton,0
Hillary Clinton,48,Abraham Lincoln Barack Obama,0
Hillary Clinton,48,Abraham Lincoln Elizabeth Warren,0
Hillary Clinton,48,Abraham Lincoln George W. Bush,0
Hillary Clinton,48,Barack Obama Donald Trump,1
Hillary Clinton,48,Barack Obama Joe Biden,0
Hillary Clinton,48,Barack Obama Richard Nixon,0
Hillary Clinton,48,Bernie Sanders Donald Trump,0
Hillary Clinton,48,Bernie Sanders Elizabeth Warren,0
Hillary Clinton,48,Bernie Sanders George W. Bush,0
Hillary Clinton,48,Bernie Sanders Joe Biden,0
Hillary Clinton,48,Bernie Sanders Richard Nixon,0
Hillary Clinton,48,Bernie Sanders Ronald Reagan,0
Hillary Clinton,48,Donald Trump George W. Bush,0
Hillary Clinton,48,Donald Trump Joe Biden,0
Hillary Clinton,48,Donald Trump Ronald Reagan,0
Hillary Clinton,48,Elizabeth Warren George W. Bush,0
Hillary Clinton,48,Elizabeth Warren Richard Nixon,0
Hillary Clinton,48,Joe Biden Richard Nixon,0
Hillary Clinton,48,Joe Biden Ronald Reagan,0
Hillary Clinton,48,Richard Nixon Ronald Reagan,0
Joe Biden,49,Abraham Lincoln Bernie Sanders,1
Joe Biden,49,Barack Obama Hillary Clinton,0
Joe Biden,49,Barack Obama Ronald Reagan,0
Joe Biden,49,Bernie Sanders Donald Trump,1
Joe Biden,49,Bernie Sanders Hillary Clinton,0
Joe Biden,49,Bernie Sanders Richard Nixon,0
Joe Biden,49,Elizabeth Warren Ronald Reagan,0
Bernie Sanders,50,Abraham Lincoln Barack Obama,0
Bernie Sanders,50,Abraham Lincoln Richard Nixon,0
Bernie Sanders,50,Barack Obama Joe Biden,0
Bernie Sanders,50,Donald Trump Joe Biden,0
Bernie Sanders,50,George W. Bush Joe Biden,0
Bernie Sanders,50,Hillary Clinton Joe Biden,0
Bernie Sanders,50,Richard Nixon Ronald Reagan,0
Abraham Lincoln,51,George W. Bush Joe Biden,0
Abraham Lincoln,51,George W. Bush Ronald Reagan,0
Abraham Lincoln,51,Hillary Clinton Joe Biden,0
Donald Trump,52,George W. Bush Hillary Clinton,0
Donald Trump,52,George W. Bush Joe Biden,0
Donald Trump,52,Joe Biden Richard Nixon,0
Barack Obama,53,Abraham Lincoln Donald Trump,0
Barack Obama,53,Elizabeth Warren Richard Nixon,0
Barack Obama,53,Hillary Clinton Ronald Reagan,0
Barack Obama,53,Joe Biden Richard Nixon,0
Joe Biden,54,Abraham Lincoln George W. Bush,0
Joe Biden,54,Barack Obama Ronald Reagan,0
Joe Biden,54,Bernie Sanders Hillary Clinton,0
Joe Biden,54,Donald Trump Richard Nixon,0
Donald Trump,55,Abraham Lincoln Richard Nixon,0
Donald Trump,55,Abraham Lincoln Ronald Reagan,0
Donald Trump,55,Barack Obama Joe Biden,0
Donald Trump,55,Bernie Sanders Elizabeth Warren,0
Donald Trump,55,Bernie Sanders Richard Nixon,0
Donald Trump,55,Bernie Sanders Ronald Reagan,0
Donald Trump,55,George W. Bush Hillary Clinton,0
Donald Trump,55,Hillary Clinton Ronald Reagan,0
Donald Trump,55,Joe Biden Richard Nixon,0
Barack Obama,56,Abraham Lincoln George W. Bush,0
Barack Obama,56,Donald Trump Elizabeth Warren,0
Barack Obama,56,Donald Trump George W. Bush,0
Barack Obama,56,Donald Trump Hillary Clinton,0
Barack Obama,56,Elizabeth Warren Hillary Clinton,0
Barack Obama,56,Elizabeth Warren Ronald Reagan,0
Barack Obama,56,Hillary Clinton Joe Biden,0
Barack Obama,56,Hillary Clinton Richard Nixon,1
George W. Bush,57,Abraham Lincoln Barack Obama,0
George W. Bush,57,Abraham Lincoln Bernie Sanders,0
George W. Bush,57,Abraham Lincoln Joe Biden,0
George W. Bush,57,Barack Obama Donald Trump,0
George W. Bush,57,Barack Obama Hillary Clinton,0
George W. Bush,57,Bernie Sanders Elizabeth Warren,0
George W. Bush,57,Bernie Sanders Hillary Clinton,0
George W. Bush,57,Donald Trump Elizabeth Warren,0
George W. Bush,57,Elizabeth Warren Ronald Reagan,0
George W. Bush,58,Abraham Lincoln Barack Obama,0
George W. Bush,58,Abraham Lincoln Bernie Sanders,1
George W. Bush,58,Abraham Lincoln Ronald Reagan,0
George W. Bush,58,Barack Obama Ronald Reagan,0
George W. Bush,58,Hillary Clinton Joe Biden,0
George W. Bush,58,Richard Nixon Ronald Reagan,0
Ronald Reagan,59,Abraham Lincoln Bernie Sanders,1
Ronald Reagan,59,Abraham Lincoln Donald Trump,0
Ronald Reagan,59,Abraham Lincoln Richard Nixon,0
Ronald Reagan,59,Barack Obama Hillary Clinton,1
Ronald Reagan,59,Bernie Sanders Elizabeth Warren,0
Ronald Reagan,59,Bernie Sanders Hillary Clinton,0
Ronald Reagan,59,Bernie Sanders Joe Biden,0
Donald Trump,60,Abraham Lincoln Bernie Sanders,0
Donald Trump,60,Abraham Lincoln Elizabeth Warren,0
Donald Trump,60,Abraham Lincoln George W. Bush,0
Donald Trump,60,Abraham Lincoln Hillary Clinton,0
Donald Trump,60,Barack Obama George W. Bush,0
Donald Trump,60,Barack Obama Ronald Reagan,1
Donald Trump,60,Bernie Sanders Joe Biden,0
Donald Trump,60,Bernie Sanders Ronald Reagan,0
Donald Trump,60,Elizabeth Warren Hillary Clinton,0
Donald Trump,60,Elizabeth Warren Richard Nixon,0
Donald Trump,60,Hillary Clinton Richard Nixon,0
Donald Trump,60,Joe Biden Ronald Reagan,1
George W. Bush,61,Joe Biden Ronald Reagan,0
Barack Obama,62,Bernie Sanders Elizabeth Warren,0
Barack Obama,62,Donald Trump Richard Nixon,0
Barack Obama,62,George W. Bush Richard Nixon,0
Barack Obama,62,Hillary Clinton Ronald Reagan,0
Barack Obama,62,Joe Biden Richard Nixon,0
Barack Obama,62,Joe Biden Ronald Reagan,1
Ronald Reagan,63,Abraham Lincoln Barack Obama,0
Ronald Reagan,63,Abraham Lincoln Bernie Sanders,0
Ronald Reagan,63,Abraham Lincoln Richard Nixon,0
Ronald Reagan,63,Barack Obama Joe Biden,0
Ronald Reagan,63,Barack Obama Richard Nixon,1
Ronald Reagan,63,Bernie Sanders Elizabeth Warren,0
Ronald Reagan,63,Bernie Sanders Hillary Clinton,0
Barack Obama,64,Abraham Lincoln Hillary Clinton,0
Barack Obama,64,Abraham Lincoln Richard Nixon,0
Barack Obama,64,Donald Trump Elizabeth Warren,0
Barack Obama,64,Elizabeth Warren Richard Nixon,0
Ronald Reagan,65,Abraham Lincoln Bernie Sanders,1
Ronald Reagan,65,Abraham Lincoln Richard Nixon,0
Ronald Reagan,65,Barack Obama Richard Nixon,1
Ronald Reagan,65,Bernie Sanders Richard Nixon,0
Ronald Reagan,65,Donald Trump Hillary Clinton,0
Ronald Reagan,65,Elizabeth Warren Hillary Clinton,0
Ronald Reagan,65,Hillary Clinton Joe Biden,1
Ronald Reagan,65,Joe Biden Richard Nixon,0
Donald Trump,66,Abraham Lincoln Elizabeth Warren,0
Donald Trump,66,Barack Obama Ronald Reagan,0
Donald Trump,66,Bernie Sanders George W. Bush,0
Donald Trump,66,Bernie Sanders Joe Biden,0
Donald Trump,66,Elizabeth Warren Hillary Clinton,0
Donald Trump,66,Elizabeth Warren Joe Biden,0
Donald Trump,66,Hillary Clinton Richard Nixon,0
Donald Trump,66,Richard Nixon Ronald Reagan,0
Joe Biden,67,Abraham Lincoln Bernie Sanders,0
Joe Biden,67,Abraham Lincoln Donald Trump,0
Joe Biden,67,Abraham Lincoln Hillary Clinton,0
Joe Biden,67,Hillary Clinton Richard Nixon,0
Joe Biden,67,Richard Nixon Ronald Reagan,0
Hillary Clinton,68,Abraham Lincoln Barack Obama,0
Hillary Clinton,68,Abraham Lincoln Elizabeth Warren,0
Hillary Clinton,68,Abraham Lincoln George W. Bush,0
Hillary Clinton,68,Barack Obama Elizabeth Warren,0
Hillary Clinton,68,Barack Obama George W. Bush,0
Hillary Clinton,68,Barack Obama Ronald Reagan,0
Hillary Clinton,68,Bernie Sanders Donald Trump,0
Hillary Clinton,68,Bernie Sanders George W. Bush,0
Hillary Clinton,68,Bernie Sanders Joe Biden,0
Hillary Clinton,68,Bernie Sanders Ronald Reagan,0
Hillary Clinton,68,Donald Trump Richard Nixon,0
Hillary Clinton,68,Elizabeth Warren Richard Nixon,0
Hillary Clinton,68,George W. Bush Joe Biden,0
Hillary Clinton,68,Richard Nixon Ronald Reagan,0
Richard Nixon,69,Abraham Lincoln Bernie Sanders,0
Richard Nixon,69,Abraham Lincoln Donald Trump,0
Richard Nixon,69,Abraham Lincoln Ronald Reagan,0
Richard Nixon,69,Barack Obama Ronald Reagan,0
Richard Nixon,69,Bernie Sanders Elizabeth Warren,0
Joe Biden,70,Abraham Lincoln Barack Obama,0
Joe Biden,70,Abraham Lincoln Donald Trump,0
Joe Biden,70,Barack Obama Richard Nixon,0
Joe Biden,70,Barack Obama Ronald Reagan,0
Joe Biden,70,Bernie Sanders Ronald Reagan,1
Joe Biden,70,Donald Trump Elizabeth Warren,0
Joe Biden,70,Elizabeth Warren Hillary Clinton,1
Joe Biden,70,George W. Bush Richard Nixon,0
Joe Biden,70,Hillary Clinton Richard Nixon,0
Joe Biden,70,Hillary Clinton Ronald Reagan,0
Elizabeth Warren,71,Abraham Lincoln Barack Obama,0
Elizabeth Warren,71,Barack Obama Hillary Clinton,0
Elizabeth Warren,71,Bernie Sanders Hillary Clinton,0
Elizabeth Warren,71,Joe Biden Ronald Reagan,0
Barack Obama,72,Abraham Lincoln Elizabeth Warren,0
Barack Obama,72,Abraham Lincoln Richard Nixon,0
Barack Obama,72,Bernie Sanders Ronald Reagan,0
Barack Obama,72,Donald Trump Richard Nixon,0
Barack Obama,72,Donald Trump Ronald Reagan,0
Barack Obama,72,Elizabeth Warren Ronald Reagan,0
Barack Obama,72,George W. Bush Ronald Reagan,0
Barack Obama,72,Hillary Clinton Joe Biden,0
Barack Obama,72,Hillary Clinton Richard Nixon,0
Barack Obama,72,Joe Biden Ronald Reagan,0
Barack Obama,72,Richard Nixon Ronald Reagan,0
Elizabeth Warren,73,Abraham Lincoln Barack Obama,0
Elizabeth Warren,73,Bernie Sanders Donald Trump,0
Elizabeth Warren,73,Bernie Sanders Joe Biden,0
Elizabeth Warren,73,George W. Bush Hillary Clinton,0
Elizabeth Warren,73,Hillary Clinton Richard Nixon,0
Elizabeth Warren,73,Joe Biden Ronald Reagan,0
Elizabeth Warren,73,Richard Nixon Ronald Reagan,0
Joe Biden,74,Abraham Lincoln Richard Nixon,0
Joe Biden,74,Bernie Sanders Ronald Reagan,0
Joe Biden,74,Elizabeth Warren Ronald Reagan,0
Ronald Reagan,75,Abraham Lincoln Bernie Sanders,0
Ronald Reagan,75,Abraham Lincoln Hillary Clinton,0
Ronald Reagan,75,Barack Obama Donald Trump,0
Ronald Reagan,75,Barack Obama George W. Bush,0
Ronald Reagan,75,Bernie Sanders Joe Biden,0
Ronald Reagan,75,Donald Trump Joe Biden,1
Ronald Reagan,75,Elizabeth Warren George W. Bush,1
Ronald Reagan,75,George W. Bush Hillary Clinton,0
Ronald Reagan,75,Joe Biden Richard Nixon,0
Richard Nixon,76,Barack Obama Bernie Sanders,0
Richard Nixon,76,Barack Obama George W. Bush,0
Richard Nixon,76,Barack Obama Ronald Reagan,0
Richard Nixon,76,Bernie Sanders Elizabeth Warren,0
Richard Nixon,76,Donald Trump Ronald Reagan,0
Richard Nixon,76,Elizabeth Warren Hillary Clinton,0
Richard Nixon,76,Joe Biden Ronald Reagan,0
Richard Nixon,77,Abraham Lincoln Donald Trump,0
Richard Nixon,77,Barack Obama Elizabeth Warren,1
Richard Nixon,77,Barack Obama Joe Biden,0
Richard Nixon,77,Bernie Sanders Donald Trump,0
Richard Nixon,77,Bernie Sanders Elizabeth Warren,0
Richard Nixon,77,Donald Trump Elizabeth Warren,0
Richard Nixon,77,Donald Trump Joe Biden,0
Abraham Lincoln,78,Bernie Sanders Hillary Clinton,0
